,TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
806,451188731471753216,Wed Apr 02 02:45:50 +0000 2014,4272,1802,False,109115,3167,3,1,1,False,injured_or_dead_people,0,0,265
809,451188740140957697,Wed Apr 02 02:45:53 +0000 2014,4926,200,False,6081,2679,2,1,0,False,other_useful_information,172,0,268
811,451188741743202305,Wed Apr 02 02:45:53 +0000 2014,1777,5000,True,61698,3329,2,2,0,False,caution_and_advice,148,0,268
812,451188741856841728,Wed Apr 02 02:45:53 +0000 2014,1334,676,False,7050,1941,1,1,0,False,other_useful_information,693,0,268
813,451188742720458752,Wed Apr 02 02:45:53 +0000 2014,19352,11021,False,263466,3502,2,1,0,False,caution_and_advice,172,0,268
814,451188748689354752,Wed Apr 02 02:45:55 +0000 2014,91,945,False,2414,3010,2,1,0,False,sympathy_and_emotional_support,172,0,270
817,451188753403367424,Wed Apr 02 02:45:56 +0000 2014,367,357,True,20530,2676,2,2,0,False,other_useful_information,47,0,271
818,451188754875547648,Wed Apr 02 02:45:56 +0000 2014,8708,2832,True,117987,3358,2,1,0,False,sympathy_and_emotional_support,41,0,271
819,451188756503330816,Wed Apr 02 02:45:56 +0000 2014,991,870,True,6445,2526,2,0,0,False,other_useful_information,16,0,271
820,451188756893413376,Wed Apr 02 02:45:57 +0000 2014,3398,3635,False,71952,3144,2,2,1,False,sympathy_and_emotional_support,10,0,272
821,451188757249531904,Wed Apr 02 02:45:57 +0000 2014,624,668,True,3115,3105,3,1,0,False,other_useful_information,9,0,272
823,451188762291474433,Wed Apr 02 02:45:58 +0000 2014,877,2563,True,2525,2413,2,0,0,False,other_useful_information,0,1,273
824,451188766942965761,Wed Apr 02 02:45:59 +0000 2014,359,361,False,86217,2883,0,1,0,False,not_related_or_irrelevant,86,0,274
827,451188768582926336,Wed Apr 02 02:45:59 +0000 2014,474,990,False,10901,3262,2,2,0,False,other_useful_information,5,0,274
828,451188772542357504,Wed Apr 02 02:46:00 +0000 2014,912,2118,True,13802,3048,1,0,0,False,sympathy_and_emotional_support,0,0,275
829,451188774081675264,Wed Apr 02 02:46:01 +0000 2014,786,438,True,11046,2173,2,2,0,False,other_useful_information,148,0,276
831,451188774886580226,Wed Apr 02 02:46:01 +0000 2014,206,1927,True,373,2147,2,1,2,False,caution_and_advice,72,0,276
832,451188775725826048,Wed Apr 02 02:46:01 +0000 2014,188,288,False,2426,3325,4,1,0,False,caution_and_advice,28,0,276
833,451188778049077249,Wed Apr 02 02:46:02 +0000 2014,708,222,True,62719,2647,3,0,0,False,caution_and_advice,0,0,277
834,451188780935172096,Wed Apr 02 02:46:02 +0000 2014,32381,17791,False,243508,3363,3,0,1,False,sympathy_and_emotional_support,0,0,277
835,451188782411567106,Wed Apr 02 02:46:03 +0000 2014,2492,223,True,11903,3362,4,1,0,False,displaced_people_and_evacuations,0,1,278
836,451188784286400512,Wed Apr 02 02:46:03 +0000 2014,29570,1082,False,24365,2381,2,1,1,True,caution_and_advice,362,0,278
837,451188787725758464,Wed Apr 02 02:46:04 +0000 2014,849,2039,False,2753,3415,3,2,0,False,other_useful_information,31,0,279
838,451188787872141313,Wed Apr 02 02:46:04 +0000 2014,7197,329,True,56674,2605,1,2,0,False,sympathy_and_emotional_support,15,0,279
839,451188788056702976,Wed Apr 02 02:46:04 +0000 2014,269,580,True,33167,2377,1,1,1,False,caution_and_advice,21,0,279
840,451188788622929920,Wed Apr 02 02:46:04 +0000 2014,560,531,False,1477,3258,1,0,1,False,sympathy_and_emotional_support,0,0,279
844,451188793685852162,Wed Apr 02 02:46:05 +0000 2014,3398,3635,False,71952,3144,2,2,1,False,other_useful_information,0,0,280
845,451188794411474944,Wed Apr 02 02:46:05 +0000 2014,667,840,False,293330,2883,0,1,0,False,other_useful_information,86,0,280
846,451188794528518145,Wed Apr 02 02:46:05 +0000 2014,638514,3404,True,110591,2867,0,1,0,True,other_useful_information,86,0,280
847,451188795212578816,Wed Apr 02 02:46:06 +0000 2014,2794,221,True,9035,2695,1,1,0,False,sympathy_and_emotional_support,27,0,281
848,451188796759875585,Wed Apr 02 02:46:06 +0000 2014,861,622,True,222709,3412,2,2,0,False,sympathy_and_emotional_support,148,0,281
849,451188797494284288,Wed Apr 02 02:46:06 +0000 2014,1554066,1392,True,101875,3428,0,1,0,True,not_related_or_irrelevant,86,0,281
850,451188797938487296,Wed Apr 02 02:46:06 +0000 2014,445,442,False,25635,3069,2,0,0,False,other_useful_information,0,0,281
851,451188798064693248,Wed Apr 02 02:46:06 +0000 2014,538,427,True,47119,3000,1,1,1,False,not_related_or_irrelevant,281,0,281
853,451188798928732162,Wed Apr 02 02:46:07 +0000 2014,658,2088,True,15964,3220,8,0,1,False,other_useful_information,0,0,282
854,451188799012634626,Wed Apr 02 02:46:07 +0000 2014,633,2658,True,9544,2078,4,1,0,False,not_related_or_irrelevant,79,0,282
855,451188800577081344,Wed Apr 02 02:46:07 +0000 2014,391,586,False,7397,2305,2,2,0,False,caution_and_advice,1,0,282
856,451188802900340736,Wed Apr 02 02:46:07 +0000 2014,1473,998,False,52296,3704,0,1,0,False,sympathy_and_emotional_support,86,0,282
857,451188808298422273,Wed Apr 02 02:46:09 +0000 2014,504650,198,True,245408,3369,3,0,0,True,other_useful_information,21,9,284
858,451188811104399361,Wed Apr 02 02:46:09 +0000 2014,168,151,True,674,2929,2,2,1,False,other_useful_information,149,0,284
860,451188813935968256,Wed Apr 02 02:46:10 +0000 2014,909,2064,True,3422,3209,2,2,0,False,not_related_or_irrelevant,47,0,285
861,451188815143526401,Wed Apr 02 02:46:10 +0000 2014,3938,3648,False,177158,2898,3,1,1,False,sympathy_and_emotional_support,10,0,285
862,451188816829628416,Wed Apr 02 02:46:11 +0000 2014,749,574,True,6080,2935,1,2,0,False,displaced_people_and_evacuations,1,0,286
864,451188818436050944,Wed Apr 02 02:46:11 +0000 2014,73,341,True,578,3230,2,1,0,False,other_useful_information,232,0,286
867,451188822395453440,Wed Apr 02 02:46:12 +0000 2014,6765,1096,True,41980,2946,1,1,1,True,not_related_or_irrelevant,281,0,287
868,451188824182620160,Wed Apr 02 02:46:13 +0000 2014,1618,699,True,138411,3167,3,1,1,False,sympathy_and_emotional_support,10,0,288
869,451188826678243328,Wed Apr 02 02:46:13 +0000 2014,1672777,870,False,168409,2605,2,0,0,False,sympathy_and_emotional_support,122,37,288
870,451188827391270912,Wed Apr 02 02:46:13 +0000 2014,391,194,True,2594,2658,1,0,1,False,injured_or_dead_people,1,0,288
871,451188828036800512,Wed Apr 02 02:46:13 +0000 2014,220,153,True,3723,3443,1,1,0,False,other_useful_information,159,0,288
873,451188830612492288,Wed Apr 02 02:46:14 +0000 2014,4672,4931,True,88037,3616,0,1,0,False,not_related_or_irrelevant,86,0,289
874,451188830667038721,Wed Apr 02 02:46:14 +0000 2014,4167,2969,False,236528,2910,2,1,1,False,sympathy_and_emotional_support,362,0,289
875,451188831518457856,Wed Apr 02 02:46:14 +0000 2014,16845,1991,False,7677,3050,2,0,0,True,other_useful_information,11,2,289
877,451188834428936193,Wed Apr 02 02:46:15 +0000 2014,732,1374,False,1639,3359,2,2,1,False,other_useful_information,149,0,290
878,451188839668006913,Wed Apr 02 02:46:16 +0000 2014,4835,3157,False,10249,1625,2,2,1,False,not_related_or_irrelevant,7,0,291
879,451188843320848384,Wed Apr 02 02:46:17 +0000 2014,1717,998,True,26284,3735,3,1,0,True,injured_or_dead_people,0,0,292
881,451188848241164288,Wed Apr 02 02:46:18 +0000 2014,3489,959,False,16817,2596,1,0,1,False,sympathy_and_emotional_support,0,0,293
882,451188850350497792,Wed Apr 02 02:46:19 +0000 2014,3171,300,True,1974,1998,2,0,1,False,sympathy_and_emotional_support,0,0,294
884,451188851264847874,Wed Apr 02 02:46:19 +0000 2014,89,349,True,2560,2274,1,1,0,False,sympathy_and_emotional_support,61,0,294
886,451188853609484288,Wed Apr 02 02:46:20 +0000 2014,220,153,True,3723,3443,0,1,0,False,other_useful_information,86,0,295
887,451188854121586688,Wed Apr 02 02:46:20 +0000 2014,444,299,True,9136,2568,1,1,1,False,sympathy_and_emotional_support,281,0,295
889,451188857665773568,Wed Apr 02 02:46:21 +0000 2014,461,820,False,2930,2346,0,1,0,False,other_useful_information,86,0,296
890,451188857786998784,Wed Apr 02 02:46:21 +0000 2014,426950,2808,True,140978,3363,3,1,0,True,sympathy_and_emotional_support,21,0,296
892,451188862724083712,Wed Apr 02 02:46:22 +0000 2014,613,141,True,46200,2473,1,0,0,False,caution_and_advice,0,0,297
893,451188867035439104,Wed Apr 02 02:46:23 +0000 2014,944,1932,True,86485,3257,2,0,0,False,caution_and_advice,0,1,298
894,451188867304267776,Wed Apr 02 02:46:23 +0000 2014,1554066,1392,True,101875,3428,2,2,1,True,other_useful_information,149,0,298
896,451188874358702080,Wed Apr 02 02:46:25 +0000 2014,284,1278,True,97982,2262,2,1,0,False,other_useful_information,172,0,300
897,451188875151417344,Wed Apr 02 02:46:25 +0000 2014,262,410,True,3241,2528,1,2,1,False,not_related_or_irrelevant,37,0,300
899,451188878733770752,Wed Apr 02 02:46:26 +0000 2014,6893,676,True,43656,1819,2,1,1,True,other_useful_information,0,0,301
900,451188878905327617,Wed Apr 02 02:46:26 +0000 2014,1881,3147,True,56850,3410,2,1,1,False,not_related_or_irrelevant,362,0,301
901,451188880633765888,Wed Apr 02 02:46:26 +0000 2014,74880,1320,False,207491,3376,1,0,1,False,other_useful_information,3,0,301
902,451188882458279936,Wed Apr 02 02:46:26 +0000 2014,577,640,True,23857,2956,1,1,1,False,sympathy_and_emotional_support,281,0,301
903,451188882688581632,Wed Apr 02 02:46:27 +0000 2014,1760,1247,True,24040,2755,2,1,1,False,not_related_or_irrelevant,3,0,302
904,451188883490091008,Wed Apr 02 02:46:27 +0000 2014,130,9,False,146899,1781,2,2,1,False,other_useful_information,149,0,302
905,451188883779510272,Wed Apr 02 02:46:27 +0000 2014,33,77,True,200,3134,1,1,0,False,not_related_or_irrelevant,12,0,302
909,451188886509604865,Wed Apr 02 02:46:27 +0000 2014,206,1927,True,373,2147,1,2,0,False,sympathy_and_emotional_support,1,0,302
910,451188887860150272,Wed Apr 02 02:46:28 +0000 2014,1165,391,True,61178,2730,2,2,0,False,caution_and_advice,148,0,303
911,451188888082472961,Wed Apr 02 02:46:28 +0000 2014,930,125,False,234809,3554,1,1,0,False,sympathy_and_emotional_support,122,0,303
912,451188889126858752,Wed Apr 02 02:46:28 +0000 2014,1267,2181,True,13560,2788,1,1,1,False,not_related_or_irrelevant,281,0,303
913,451188890469019648,Wed Apr 02 02:46:28 +0000 2014,1120,1633,False,20454,2833,2,1,0,False,caution_and_advice,172,0,303
914,451188890758434816,Wed Apr 02 02:46:28 +0000 2014,13341,7539,False,13031,3506,4,0,0,False,injured_or_dead_people,2,0,303
916,451188890817159168,Wed Apr 02 02:46:28 +0000 2014,251,282,False,5269,3064,4,0,0,False,sympathy_and_emotional_support,0,0,303
917,451188890863296512,Wed Apr 02 02:46:28 +0000 2014,560,275,False,6454,3145,4,0,0,False,other_useful_information,0,0,303
918,451188891056209920,Wed Apr 02 02:46:28 +0000 2014,377,33,False,3611,3109,4,0,0,False,not_related_or_irrelevant,1,0,303
919,451188893467963394,Wed Apr 02 02:46:29 +0000 2014,193,209,False,6282,2988,1,1,1,False,other_useful_information,37,0,304
920,451188893954502657,Wed Apr 02 02:46:29 +0000 2014,2568,2589,False,64044,3275,1,1,0,False,infrastructure_and_utilities_damage,1,0,304
922,451188899180994560,Wed Apr 02 02:46:30 +0000 2014,3373,3664,True,69615,3054,2,1,1,False,other_useful_information,362,0,305
923,451188902490288128,Wed Apr 02 02:46:31 +0000 2014,111,222,False,1717,2622,1,1,0,False,other_useful_information,49,0,306
924,451188902549016577,Wed Apr 02 02:46:31 +0000 2014,158,201,False,15626,1665,1,1,0,False,injured_or_dead_people,122,0,306
925,451188904679329792,Wed Apr 02 02:46:32 +0000 2014,1727,1762,True,29392,2808,1,1,1,False,not_related_or_irrelevant,128,0,307
926,451188905929617408,Wed Apr 02 02:46:32 +0000 2014,1824,1149,False,20360,3750,1,1,0,False,caution_and_advice,314,0,307
927,451188906461892608,Wed Apr 02 02:46:32 +0000 2014,3085,3834,True,37032,2631,6,0,0,False,sympathy_and_emotional_support,50,0,307
928,451188906596524034,Wed Apr 02 02:46:32 +0000 2014,204,469,False,2028,2894,2,1,0,False,other_useful_information,172,0,307
929,451188912996642816,Wed Apr 02 02:46:34 +0000 2014,2040,4997,True,110553,2844,2,2,1,False,other_useful_information,149,0,309
930,451188913759989760,Wed Apr 02 02:46:34 +0000 2014,2063,4546,False,122252,3009,0,1,0,False,injured_or_dead_people,86,0,309
932,451188914863505408,Wed Apr 02 02:46:34 +0000 2014,3707,4046,False,43535,3433,2,2,1,False,injured_or_dead_people,149,0,309
934,451188916112990208,Wed Apr 02 02:46:34 +0000 2014,1000,1370,True,93203,2720,2,2,1,False,other_useful_information,2,0,309
935,451188917060907008,Wed Apr 02 02:46:35 +0000 2014,528,765,False,18760,3378,2,2,0,False,not_related_or_irrelevant,148,0,310
936,451188922622550016,Wed Apr 02 02:46:36 +0000 2014,660,914,True,5517,2120,0,1,0,False,not_related_or_irrelevant,4,0,311
938,451188925642457088,Wed Apr 02 02:46:37 +0000 2014,184,343,True,1648,3291,5,0,0,False,not_related_or_irrelevant,1,0,312
939,451188927605391360,Wed Apr 02 02:46:37 +0000 2014,6352,3503,False,158787,3791,2,2,0,False,not_related_or_irrelevant,0,0,312
941,451188930650451968,Wed Apr 02 02:46:38 +0000 2014,139,57,False,4034,2114,2,2,0,False,sympathy_and_emotional_support,148,0,313
942,451188932588232704,Wed Apr 02 02:46:38 +0000 2014,1050,1930,True,95835,3433,1,1,0,False,sympathy_and_emotional_support,122,0,313
944,451188933397708801,Wed Apr 02 02:46:39 +0000 2014,3234,1751,True,210351,3001,1,1,0,False,other_useful_information,146,0,314
946,451188933934608384,Wed Apr 02 02:46:39 +0000 2014,1234,1985,True,6070,2490,3,1,0,False,not_related_or_irrelevant,21,0,314
948,451188934404345857,Wed Apr 02 02:46:39 +0000 2014,154,33,False,22242,1802,3,0,0,False,sympathy_and_emotional_support,0,0,314
949,451188935813648384,Wed Apr 02 02:46:39 +0000 2014,912,2118,True,13802,3048,1,1,1,False,sympathy_and_emotional_support,281,0,314
950,451188938942607361,Wed Apr 02 02:46:40 +0000 2014,697,773,False,25178,1852,1,1,0,False,caution_and_advice,122,0,315
951,451188940544831488,Wed Apr 02 02:46:40 +0000 2014,20402,860,True,3345,1997,0,1,0,True,sympathy_and_emotional_support,86,0,315
953,451188941384065024,Wed Apr 02 02:46:40 +0000 2014,156,585,True,5050,2240,2,2,0,False,injured_or_dead_people,148,0,315
954,451188942147444736,Wed Apr 02 02:46:41 +0000 2014,206,2023,True,2491,2963,2,1,0,False,other_useful_information,1,0,316
955,451188942394892288,Wed Apr 02 02:46:41 +0000 2014,3231,326,False,4846,1520,1,1,1,False,sympathy_and_emotional_support,281,0,316
956,451188945154367488,Wed Apr 02 02:46:41 +0000 2014,7244,2744,False,58184,3133,2,2,1,False,other_useful_information,7,0,316
957,451188948132323328,Wed Apr 02 02:46:42 +0000 2014,3551,4998,False,58243,3387,0,1,0,False,not_related_or_irrelevant,86,0,317
958,451188950053310464,Wed Apr 02 02:46:43 +0000 2014,114265,2382,False,186925,2831,3,1,0,True,other_useful_information,21,0,318
959,451188950086860800,Wed Apr 02 02:46:43 +0000 2014,136,218,False,1382,2255,1,0,0,False,sympathy_and_emotional_support,2,1,318
960,451188950980624384,Wed Apr 02 02:46:43 +0000 2014,2338,180,False,9432,3384,3,0,0,False,other_useful_information,1,0,318
961,451188951404269568,Wed Apr 02 02:46:43 +0000 2014,987,1214,False,1553,2762,5,0,0,False,sympathy_and_emotional_support,2,0,318
962,451188954608717824,Wed Apr 02 02:46:44 +0000 2014,8498,5003,True,66640,2916,2,1,0,False,not_related_or_irrelevant,172,0,319
963,451188954814222336,Wed Apr 02 02:46:44 +0000 2014,852,2954,False,255637,2306,1,1,0,False,sympathy_and_emotional_support,68,0,319
964,451188955120037888,Wed Apr 02 02:46:44 +0000 2014,2474,4998,True,127248,3363,4,2,1,False,not_related_or_irrelevant,8,0,319
965,451188955816275968,Wed Apr 02 02:46:44 +0000 2014,1170,326,True,51309,2500,1,1,0,False,caution_and_advice,122,0,319
966,451188955942109185,Wed Apr 02 02:46:44 +0000 2014,287,236,True,29397,3296,0,1,0,False,sympathy_and_emotional_support,86,0,319
967,451188956072136704,Wed Apr 02 02:46:44 +0000 2014,5147,266,False,1597083,2075,1,1,1,False,other_useful_information,281,0,319
969,451188958719139840,Wed Apr 02 02:46:45 +0000 2014,3745,1643,False,24007,2777,1,1,0,False,not_related_or_irrelevant,68,0,320
970,451188959012335617,Wed Apr 02 02:46:45 +0000 2014,319,456,True,4834,1993,2,1,1,False,caution_and_advice,44,0,320
971,451188959230836737,Wed Apr 02 02:46:45 +0000 2014,6548,6094,True,401697,3319,0,1,0,False,caution_and_advice,86,0,320
972,451188960111636480,Wed Apr 02 02:46:45 +0000 2014,1192,829,True,32293,2313,2,0,0,False,sympathy_and_emotional_support,1,0,320
974,451188969565597696,Wed Apr 02 02:46:47 +0000 2014,1017,2839,False,15667,3559,4,1,0,False,sympathy_and_emotional_support,11,0,322
976,451188971813339136,Wed Apr 02 02:46:48 +0000 2014,1917,1896,True,143101,1702,1,1,0,False,sympathy_and_emotional_support,122,0,323
977,451188972396351488,Wed Apr 02 02:46:48 +0000 2014,25452,2197,False,65473,3646,1,1,0,True,other_useful_information,122,0,323
978,451188972404756481,Wed Apr 02 02:46:48 +0000 2014,6765,1096,True,41980,2946,2,1,0,True,other_useful_information,6,0,323
979,451188973705383936,Wed Apr 02 02:46:48 +0000 2014,347,126,True,5845,2528,1,1,0,False,sympathy_and_emotional_support,122,0,323
980,451188974304759808,Wed Apr 02 02:46:48 +0000 2014,25122,259,False,69831,3372,2,2,1,True,not_related_or_irrelevant,149,0,323
981,451188974988836864,Wed Apr 02 02:46:48 +0000 2014,75,173,False,653,2550,1,1,1,False,other_useful_information,281,0,323
982,451188978826244096,Wed Apr 02 02:46:49 +0000 2014,454,204,True,38034,2945,2,1,0,False,caution_and_advice,8,0,324
984,451188980676325376,Wed Apr 02 02:46:50 +0000 2014,634,1105,True,21081,3474,1,4,0,False,injured_or_dead_people,1,0,325
986,451188983494901760,Wed Apr 02 02:46:51 +0000 2014,534,2711,True,13314,2643,2,1,1,False,sympathy_and_emotional_support,362,0,326
989,451188989064515584,Wed Apr 02 02:46:52 +0000 2014,4276,1902,False,45198,4077,2,1,0,False,not_related_or_irrelevant,4,0,327
990,451188990746849281,Wed Apr 02 02:46:52 +0000 2014,7987,814,False,15513,2532,2,1,0,False,other_useful_information,11,0,327
991,451188992986611713,Wed Apr 02 02:46:53 +0000 2014,1026,3020,True,34820,3448,1,1,0,False,not_related_or_irrelevant,122,0,328
992,451188995259523072,Wed Apr 02 02:46:53 +0000 2014,238,1022,True,2307,3212,2,1,1,False,other_useful_information,362,0,328
993,451188996110958593,Wed Apr 02 02:46:54 +0000 2014,67,327,False,2732,2168,0,1,0,False,other_useful_information,86,0,329
997,451189005640802304,Wed Apr 02 02:46:56 +0000 2014,505,536,True,22978,2341,1,1,1,False,not_related_or_irrelevant,281,0,331
998,451189006379016193,Wed Apr 02 02:46:56 +0000 2014,27797,1565,True,148402,3359,0,1,0,True,not_related_or_irrelevant,86,0,331
999,451189006504824832,Wed Apr 02 02:46:56 +0000 2014,297,396,True,59161,2750,2,2,0,False,other_useful_information,61,0,331
1001,451189006936453121,Wed Apr 02 02:46:56 +0000 2014,67,327,False,2732,2168,2,2,1,False,other_useful_information,149,0,331
1004,451189012871401472,Wed Apr 02 02:46:58 +0000 2014,2268,464,True,3883,2662,2,2,1,True,other_useful_information,149,0,333
1005,451189013584416769,Wed Apr 02 02:46:58 +0000 2014,897,890,True,6324,3342,1,2,0,False,sympathy_and_emotional_support,329,0,333
1006,451189013974880256,Wed Apr 02 02:46:58 +0000 2014,837,2181,True,20421,2995,2,1,0,False,sympathy_and_emotional_support,172,0,333
1007,451189015123734528,Wed Apr 02 02:46:58 +0000 2014,161,281,True,643,1899,2,2,1,False,sympathy_and_emotional_support,149,0,333
1009,451189015921053696,Wed Apr 02 02:46:58 +0000 2014,429,1147,True,2067,3458,2,1,1,False,caution_and_advice,31,0,333
1011,451189018357538816,Wed Apr 02 02:46:59 +0000 2014,548,602,False,15964,3244,1,1,0,False,sympathy_and_emotional_support,122,0,334
